,buurt_code,gm_naam,regio,aantal_inwoners,aantal_inwoners_tussen_25_44_percentage,aantal_huishoudens_met_kinderen_percentage,gemiddelde_huishoudensgrootte,woningvoorraad,gemiddelde_woningwaarde,meergezinswoning_percentage,bewoond_percentage,koopwoning_percentage,bouwjaar_vanaf_2000_percentage,afstand_tot_ziekenhuis_km,afstand_tot_grote_supermarkt_km,afstand_tot_cafe_km,afstand_tot_kinderdagverblijf_km,afstand_tot_buitenschoolseopvang_km,afstand_tot_openbaar_groen_km,afstand_tot_park_of_plantsoen_km,afstand_tot_bos_km,afstand_tot_hoofdverkeersweg_km,afstand_tot_treinstation_km,AfstandTotSemiOpenbaarGroenTotaal_83,leefbarometer_score,leefbarometer_fysieke_omgeving,leefbarometer_fysieke_overlast,leefbarometer_sociale_samenhang,leefbarometer_voorzieningen,aardgasverbruik_m3_gemiddeld,elektriciteitsverbruik_kwh_gemiddeld,social_economische_score_gemiddeld,geluid_van_treinverkeer,geluid_van_weg
238,BU03211129,Houten,Akkers,970,17.01,15.46,2.3,425,404.0,20.0,100.0,71.0,2.0,1.5,0.4,1.5,0.3,0.8,0.0,0.0,0.0,0.6,0.0,0.0,4.2,-0.01,0.07,0.0,0.02,1090.0,2840.0,0.26,20.0,28.29
239,BU03211151,Houten,Rondweg Noord-Oost,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
240,BU03211230,Houten,Bouwen,1095,26.48,18.26,2.4,461,376.0,41.0,99.0,76.0,100.0,1.4,0.5,1.6,0.8,0.8,0.0,0.0,0.0,2.4,0.0,0.0,4.13,-0.03,0.06,0.0,-0.01,0.0,2760.0,0.37,24.95,24.22
241,BU03211231,Houten,Houten,1495,19.06,17.73,2.6,554,489.0,22.0,99.0,82.0,95.0,1.4,1.5,1.6,0.3,0.5,0.0,0.0,0.0,2.4,0.0,0.0,4.22,-0.02,0.08,0.02,0.01,850.0,3140.0,0.365,20.21,25.44
242,BU03211232,Houten,Waters,2230,24.89,20.4,2.9,762,490.0,19.0,100.0,90.0,100.0,2.7,2.3,2.9,0.9,1.4,0.0,0.0,0.0,3.3,0.0,0.0,4.17,-0.02,0.08,0.04,-0.07,920.0,3360.0,0.53,20.0,25.240000000000002
243,BU03211233,Houten,Polders,1210,23.14,21.07,2.9,423,489.0,24.0,98.0,87.0,100.0,3.3,2.9,3.5,0.6,1.2,0.0,0.0,0.0,3.4,0.0,0.0,4.19,0.01,0.08,0.04,-0.07,1090.0,3280.0,0.54,20.0,27.689999999999998
244,BU03211234,Houten,Stenen,1460,23.29,19.86,2.6,552,413.0,27.0,99.0,75.0,98.0,3.0,3.6,2.6,1.0,1.3,0.0,0.0,0.0,4.1,0.0,0.0,4.15,-0.01,0.08,0.02,-0.07,40.0,3050.0,0.31,37.18,23.0
245,BU03211235,Houten,Muren,2130,23.71,19.95,2.9,752,450.0,22.0,99.0,84.0,100.0,3.6,3.4,3.2,0.3,0.3,0.0,0.0,0.0,3.9,0.0,0.0,4.21,0.01,0.1,0.03,-0.05,660.0,3270.0,0.52,24.18,24.36
246,BU03211236,Houten,Castellum West,890,42.7,16.29,2.2,418,335.0,58.0,98.0,53.0,100.0,1.9,0.2,2.1,0.2,1.3,0.0,0.0,0.0,2.9,0.0,0.0,3.99,-0.03,0.01,-0.04,-0.04,0.0,2220.0,0.11,40.0,20.0
247,BU03211237,Houten,Castellum Oost,1085,36.87,19.35,2.5,437,394.0,43.0,99.0,40.0,100.0,1.3,2.4,1.7,0.2,0.5,0.0,0.0,0.0,2.4,0.0,0.0,4.01,-0.04,0.03,-0.05,-0.05,0.0,2820.0,0.31,39.839999999999996,20.0
248,BU03211238,Houten,Schaften,215,25.58,13.95,2.2,98,285.0,67.0,94.0,49.0,93.0,0.9,1.0,1.1,0.5,0.4,0.0,0.0,0.0,1.9,0.0,0.0,3.84,-0.07,-0.06,0.01,0.02,1520.0,3600.0,0.0,0.0,0.0
249,BU03211252,Houten,Rondweg Zuid-West,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
250,BU03211340,Houten,Landen,1155,17.32,18.18,2.5,444,441.0,10.0,99.0,78.0,13.0,0.6,1.4,0.9,0.3,1.0,0.0,0.0,0.0,1.5,0.0,0.0,4.21,0.0,0.07,0.02,-0.01,1230.0,3210.0,0.36,20.07,23.47
251,BU03211341,Houten,Tuinen,1720,20.35,20.64,3.1,546,564.0,4.0,99.0,89.0,73.0,1.5,2.1,1.8,0.4,0.5,0.0,0.0,0.0,2.1,0.0,0.0,4.2,0.01,0.1,0.06,-0.1,680.0,3550.0,0.67,20.54,22.3
252,BU03211342,Houten,Sporen,1500,29.33,15.67,2.3,766,370.0,51.0,94.0,44.0,42.0,0.6,1.7,1.0,0.4,1.0,0.0,0.0,0.0,1.7,0.0,0.0,4.2,-0.01,0.09,0.01,-0.0,170.0,2850.0,0.29,28.52,20.79
253,BU03211343,Houten,Meren,1995,19.05,17.79,2.6,773,468.0,8.0,99.0,89.0,46.0,1.7,2.3,2.0,1.4,1.4,0.0,0.0,0.0,2.3,0.0,0.0,4.2,0.01,0.09,0.03,-0.07,1090.0,3220.0,0.47,20.0,27.26
254,BU03211344,Houten,Mossen,2430,19.14,18.52,2.6,886,458.0,20.0,99.0,74.0,100.0,3.1,3.7,2.6,0.3,0.3,0.0,0.0,0.0,3.6,0.0,0.0,4.12,0.0,0.08,0.02,-0.1,890.0,3920.0,0.36,23.47,24.43
255,BU03211345,Houten,Grassen,1475,25.08,20.0,2.8,543,441.0,13.0,96.0,84.0,100.0,2.5,3.3,2.3,0.8,0.8,0.0,0.0,0.0,3.6,0.0,0.0,4.13,-0.02,0.09,0.02,-0.09,10.0,3180.0,0.49,35.25,22.65
256,BU03211352,Houten,Rondweg Zuid-Oost,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
257,BU03212054,Houten,De Staart,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
258,BU03212055,Houten,Kaden,10,50.0,50.0,5.5,3,0.0,0.0,0.0,0.0,0.0,5.0,1.6,3.5,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
259,BU03212056,Houten,Vesten,5,100.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25.0,1450.0,0.075,0.0,0.0
260,BU03212057,Houten,Schepen,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
261,BU03212058,Houten,Boten,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
262,BU03212059,Houten,Honen,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
263,BU03212060,Houten,Hof van Wulven,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
264,BU03212061,Houten,Bruggen,110,22.73,13.64,2.8,32,762.0,0.0,97.0,91.0,16.0,2.2,1.3,2.4,0.7,0.7,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,2400.0,5190.0,0.0,20.0,36.38
265,BU03212062,Houten,Bogen,5,0.0,0.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
266,BU03212063,Houten,De Poel,25,20.0,0.0,2.8,10,0.0,0.0,0.0,0.0,0.0,3.1,3.6,1.5,1.5,1.5,0.0,0.0,0.0,4.2,0.0,0.0,,,,,,1970.0,4560.0,0.0,40.0,34.22
267,BU03212064,Houten,Buitengebied Houten West,240,25.0,16.67,2.7,86,611.0,5.0,85.0,70.0,16.0,4.7,2.5,2.6,2.3,2.3,0.0,0.0,0.0,0.9,0.0,0.0,4.34,-0.05,0.12,0.11,-0.02,2460.0,4800.0,0.0,21.41,37.18
268,BU03212065,Houten,Buitengebied Houten Oost,85,23.53,11.76,2.8,26,688.0,19.0,96.0,81.0,15.0,1.8,1.8,1.6,1.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,,,,,,2350.0,5140.0,0.0,20.0,35.79
269,BU03213070,Houten,Dorp 't Goy,255,13.73,15.69,2.3,109,413.0,2.0,96.0,69.0,20.0,5.2,5.8,2.4,3.9,3.9,0.0,0.0,0.0,4.6,0.0,0.0,4.12,-0.02,0.11,0.05,-0.18,1790.0,3850.0,0.18,20.0,26.07
270,BU03213071,Houten,'t Goyse Dorp,120,4.17,12.5,2.4,51,497.0,0.0,96.0,86.0,2.0,4.6,5.1,1.0,3.2,3.2,0.0,0.0,0.0,5.1,0.0,0.0,4.2,-0.02,0.14,0.07,-0.18,2160.0,3970.0,0.0,20.0,20.0
271,BU03213172,Houten,Buitengebied 't Goy,265,16.98,18.87,2.8,90,576.0,7.0,93.0,83.0,11.0,4.6,4.7,1.8,3.1,3.1,0.0,0.0,0.0,4.2,0.0,0.0,4.23,-0.03,0.14,0.1,-0.17,2550.0,4550.0,0.0,22.96,30.410000000000004
272,BU03214080,Houten,'t Waal,540,24.07,13.89,2.4,222,462.0,4.0,95.0,82.0,32.0,6.4,4.3,5.6,3.8,3.9,0.0,0.0,0.0,2.6,0.0,0.0,4.2,0.01,0.12,0.06,-0.14,1750.0,3690.0,0.38,20.0,29.79
273,BU03214081,Houten,Tull,155,6.45,12.9,2.3,67,508.0,0.0,99.0,88.0,7.0,6.5,2.2,5.9,1.8,4.9,0.0,0.0,0.0,5.2,0.0,0.0,4.22,0.03,0.11,0.09,-0.15,2110.0,3830.0,0.0,20.0,26.8
274,BU03214182,Houten,Buitengebied Tull en 't Waal,65,15.38,15.38,2.4,21,576.0,0.0,81.0,95.0,14.0,7.2,3.4,6.6,3.1,5.2,0.0,0.0,0.0,4.2,0.0,0.0,,,,,,0.0,0.0,0.0,20.0,29.98
275,BU03215090,Houten,Dorp Schalkwijk West,1215,20.16,16.87,2.4,489,413.0,11.0,99.0,69.0,21.0,5.0,0.4,4.5,0.5,3.4,0.0,0.0,0.0,6.2,0.0,0.0,4.14,-0.02,0.12,0.04,-0.14,1480.0,3390.0,0.24,30.52,23.880000000000003
276,BU03215091,Houten,Dorp Schalkwijk Oost,480,15.62,14.58,2.3,194,537.0,15.0,94.0,81.0,9.0,4.5,1.9,4.1,2.0,3.6,0.0,0.0,0.0,5.9,0.0,0.0,4.23,-0.05,0.14,0.09,-0.16,2240.0,3980.0,0.42,24.619999999999997,38.62
277,BU03215192,Houten,Buitengebied Schalkwijk West,300,10.0,15.0,2.5,119,560.0,4.0,97.0,85.0,7.0,5.5,2.7,4.9,2.3,4.4,0.0,0.0,0.0,6.1,0.0,0.0,4.24,-0.04,0.14,0.12,-0.17,2370.0,4280.0,0.5,22.86,23.52
278,BU03215193,Houten,Buitengebied Schalkwijk Oost,130,7.69,15.38,2.8,49,593.0,0.0,92.0,88.0,4.0,3.5,2.8,3.0,2.6,2.9,0.0,0.0,0.0,4.7,0.0,0.0,4.26,-0.03,0.14,0.11,-0.17,2210.0,4410.0,0.0,27.5,30.3
279,BU03270000,Leusden,Hamershof,715,22.38,5.59,1.5,501,284.0,99.0,96.0,52.0,13.0,0.4,0.1,1.1,0.7,0.6,0.0,0.0,0.0,2.5,0.0,0.0,4.26,0.02,0.07,0.01,0.05,730.0,2340.0,-0.05,20.0,28.68
280,BU03270001,Leusden,Akkerhoeve,615,19.51,14.63,2.1,296,304.0,8.0,99.0,59.0,0.0,0.4,0.3,1.3,0.6,0.6,0.0,0.0,0.0,2.8,0.0,0.0,4.22,0.01,0.06,-0.01,0.03,1240.0,2460.0,0.06,20.0,27.860000000000003
281,BU03270002,Leusden,Noordwijck,795,22.01,15.09,2.1,378,340.0,10.0,98.0,58.0,1.0,0.9,0.9,1.6,0.3,0.3,0.0,0.0,0.0,3.1,0.0,0.0,4.17,0.01,0.04,0.0,-0.01,1350.0,2730.0,0.14,20.0,24.369999999999997
282,BU03270003,Leusden,Langenbeek,1005,18.41,15.92,2.5,406,385.0,1.0,99.0,87.0,0.0,1.5,1.5,2.1,0.9,0.9,0.0,0.0,0.0,3.6,0.0,0.0,4.22,0.01,0.09,0.03,-0.03,1500.0,3140.0,0.37,20.0,27.360000000000003
283,BU03270004,Leusden,Zwanenburg,695,28.78,10.79,1.7,386,288.0,47.0,98.0,48.0,17.0,0.9,0.6,1.7,0.7,0.7,0.0,0.0,0.0,2.8,0.0,0.0,4.1,0.02,0.02,-0.02,-0.01,850.0,2490.0,-0.24,20.0,27.589999999999996
284,BU03270005,Leusden,Munnikhove,800,16.88,13.75,2.3,353,385.0,0.0,100.0,99.0,2.0,1.3,1.0,2.1,0.3,0.3,0.0,0.0,0.0,3.2,0.0,0.0,4.25,0.03,0.1,0.03,-0.04,1350.0,3180.0,0.43,20.0,25.6
285,BU03270006,Leusden,Bosveld,600,15.83,15.83,2.5,240,404.0,0.0,98.0,98.0,0.0,1.8,1.5,2.5,0.4,0.4,0.0,0.0,0.0,3.8,0.0,0.0,4.25,0.03,0.1,0.04,-0.05,1420.0,3300.0,0.49,20.0,23.919999999999998
286,BU03270007,Leusden,Claverenblad,1160,26.72,15.52,2.3,509,307.0,16.0,99.0,63.0,0.0,1.3,1.0,1.9,0.8,0.8,0.0,0.0,0.0,1.8,0.0,0.0,4.16,0.0,0.07,-0.01,-0.01,1050.0,2650.0,0.27,20.0,27.75
287,BU03270008,Leusden,Wildenburg,1540,21.43,16.23,2.4,645,354.0,15.0,99.0,71.0,1.0,1.5,1.1,2.1,0.9,0.7,0.0,0.0,0.0,1.7,0.0,0.0,4.12,0.01,0.04,-0.01,-0.02,1230.0,2970.0,0.2,20.0,24.22
288,BU03270009,Leusden,Buitengebied Leusden-Centrum Oost,750,22.0,18.67,2.9,244,683.0,1.0,99.0,90.0,57.0,2.7,2.3,2.4,1.9,1.3,0.0,0.0,0.0,3.1,0.0,0.0,4.27,-0.03,0.11,0.1,-0.08,1940.0,4140.0,0.59,20.0,29.419999999999998
289,BU03270100,Leusden,Hamersveld-Oud,1235,22.27,15.38,2.3,539,429.0,17.0,97.0,83.0,17.0,1.0,0.4,0.4,0.3,0.4,0.0,0.0,0.0,1.7,0.0,0.0,4.25,0.01,0.05,0.02,0.04,1470.0,3090.0,0.33,20.0,26.439999999999998
290,BU03270101,Leusden,Hamersveld-Nieuw,580,23.28,17.24,2.6,222,400.0,0.0,98.0,80.0,11.0,1.2,0.8,0.7,0.6,0.4,0.0,0.0,0.0,2.1,0.0,0.0,4.2,0.01,0.06,0.02,-0.0,1540.0,3130.0,0.23,20.0,28.82
291,BU03270102,Leusden,Rozenboom,840,16.07,11.31,2.1,374,424.0,44.0,96.0,58.0,53.0,0.8,0.5,0.6,0.3,0.3,0.0,0.0,0.0,2.1,0.0,0.0,4.3,0.01,0.08,0.04,0.03,1700.0,3120.0,0.05,20.0,30.72
292,BU03270103,Leusden,Rozendaal,1140,17.11,18.42,2.3,476,360.0,1.0,98.0,95.0,0.0,1.1,1.0,0.9,0.8,0.5,0.0,0.0,0.0,2.4,0.0,0.0,4.25,0.02,0.09,0.03,-0.01,1995.0,3690.0,0.21,20.0,29.15
293,BU03270104,Leusden,Alandsbeek-West,455,18.68,17.58,2.6,179,352.0,0.0,99.0,98.0,1.0,1.3,1.2,1.4,0.9,0.6,0.0,0.0,0.0,2.9,0.0,0.0,4.22,0.0,0.08,0.04,-0.02,1590.0,3120.0,0.42,20.0,26.15
294,BU03270105,Leusden,Alandsbeek-Oost,1110,20.27,16.67,2.3,487,361.0,0.0,99.0,62.0,0.0,1.7,1.5,1.8,1.1,0.7,0.0,0.0,0.0,3.3,0.0,0.0,4.2,0.01,0.09,0.02,-0.03,1470.0,2960.0,0.39,20.0,25.060000000000002
295,BU03270106,Leusden,De Wetering,1505,19.93,16.28,2.4,634,339.0,15.0,99.0,69.0,8.0,1.9,1.6,1.5,1.3,0.5,0.0,0.0,0.0,2.6,0.0,0.0,4.14,-0.0,0.08,0.01,-0.05,1250.0,2740.0,0.2,20.0,26.610000000000003
296,BU03270107,Leusden,Rossenberg,735,17.01,15.65,2.4,304,371.0,10.0,98.0,79.0,0.0,0.9,0.8,0.8,0.4,0.8,0.0,0.0,0.0,2.1,0.0,0.0,4.28,-0.0,0.1,0.03,0.03,1460.0,2940.0,0.3,20.0,39.36
297,BU03270108,Leusden,Groenhouten,2215,20.09,13.77,2.1,1065,339.0,36.0,97.0,62.0,2.0,0.8,0.5,1.3,0.7,0.7,0.0,0.0,0.0,2.3,0.0,0.0,4.22,0.01,0.07,0.0,0.03,1240.0,2670.0,0.1,20.0,29.02
298,BU03270109,Leusden,Buitengebied Leusden-Centrum West,430,26.74,10.47,2.2,147,449.0,44.0,97.0,34.0,28.0,1.7,1.2,1.3,0.8,0.9,0.0,0.0,0.0,1.8,0.0,0.0,4.35,-0.01,0.11,0.1,0.0,1310.0,3140.0,0.0,20.0,38.7
299,BU03270200,Leusden,Kern Leusden-Zuid,2020,20.3,16.09,2.4,818,447.0,6.0,98.0,89.0,11.0,3.1,1.3,3.2,1.2,1.2,0.0,0.0,0.0,0.3,0.0,0.0,4.26,-0.0,0.1,0.04,-0.01,1900.0,3330.0,0.38,20.0,26.830000000000002
300,BU03270201,Leusden,Tabaksteeg,2580,25.0,19.57,2.7,917,501.0,16.0,100.0,77.0,100.0,3.0,0.5,3.2,0.5,0.5,0.0,0.0,0.0,1.4,0.0,0.0,4.25,0.02,0.08,0.04,-0.01,1280.0,3340.0,0.44,20.0,22.130000000000003
301,BU03270209,Leusden,Buitengebied Leusden-Zuid,595,15.97,15.97,2.6,241,639.0,7.0,86.0,68.0,20.0,4.6,2.5,3.2,2.2,2.0,0.0,0.0,0.0,0.6,0.0,0.0,4.42,0.05,0.12,0.09,-0.03,2510.0,4520.0,0.38,20.0,37.22
302,BU03270300,Leusden,Kern Achterveld,1965,18.83,12.72,2.1,908,390.0,15.0,97.0,68.0,24.0,6.6,0.5,4.9,0.5,0.4,0.0,0.0,0.0,4.9,0.0,0.0,4.17,-0.01,0.09,0.04,-0.09,1450.0,3160.0,0.17,20.0,25.369999999999997
303,BU03270309,Leusden,Buitengebied Achterveld,740,18.92,14.86,2.6,281,605.0,9.0,93.0,86.0,45.0,6.1,1.7,4.9,1.7,1.6,0.0,0.0,0.0,4.7,0.0,0.0,4.22,-0.02,0.1,0.09,-0.12,2120.0,4470.0,0.53,20.0,31.65
304,BU03270400,Leusden,Stoutenburg,365,16.44,16.44,2.6,132,580.0,5.0,94.0,85.0,12.0,3.9,3.1,2.8,1.1,1.1,0.0,0.0,0.0,2.1,0.0,0.0,4.28,-0.05,0.12,0.09,-0.06,2130.0,4230.0,0.42,20.0,36.239999999999995
305,BU03270500,Leusden,'t Ruige Veld,1785,24.09,14.29,2.0,901,341.0,33.0,96.0,63.0,9.0,1.7,1.1,0.9,0.7,0.7,0.0,0.0,0.0,1.7,0.0,0.0,4.14,0.01,0.05,-0.0,-0.03,1080.0,2570.0,0.14,20.0,30.810000000000002
306,BU03270501,Leusden,'t Vliet,1740,21.84,16.67,2.3,762,366.0,25.0,100.0,54.0,17.0,2.0,1.3,1.1,0.4,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.13,0.01,0.05,-0.01,-0.04,1050.0,2900.0,0.13,20.0,27.410000000000004
307,BU03310000,Lopik,Lopik-Dorp,5550,23.24,16.31,2.4,2349,315.0,19.0,98.0,68.0,19.0,8.4,0.7,0.7,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,4.01,-0.01,0.03,0.01,-0.13,1260.0,2960.0,0.08,20.0,27.330000000000002
308,BU03310001,Lopik,Graaf,650,21.54,16.92,2.7,243,483.0,7.0,95.0,86.0,15.0,10.4,2.1,2.1,2.0,1.9,0.0,0.0,0.0,0.7,0.0,0.0,4.11,-0.05,0.09,0.07,-0.17,1900.0,3980.0,0.38,20.0,32.730000000000004
309,BU03310002,Lopik,Uitweg,615,26.83,17.07,2.8,233,468.0,4.0,94.0,80.0,25.0,9.3,4.9,3.1,3.1,4.7,0.0,0.0,0.0,2.8,0.0,0.0,4.13,-0.01,0.09,0.07,-0.17,1630.0,3880.0,0.31,20.0,35.480000000000004
310,BU03310003,Lopik,Lopikerkapel,560,17.86,15.18,2.5,219,460.0,8.0,98.0,83.0,18.0,6.8,4.0,0.6,0.6,3.9,0.0,0.0,0.0,3.2,0.0,0.0,4.21,-0.02,0.1,0.08,-0.11,1810.0,4080.0,0.33,20.0,36.54
311,BU03310004,Lopik,Jaarsveld,280,23.21,19.64,2.5,114,339.0,3.0,98.0,89.0,22.0,10.5,2.7,2.8,2.8,2.7,0.0,0.0,0.0,0.7,0.0,0.0,4.15,0.02,0.1,0.07,-0.18,1440.0,3060.0,0.32,20.0,21.06
312,BU03310005,Lopik,Wielsekade,300,18.33,15.0,2.7,125,497.0,23.0,92.0,78.0,21.0,6.8,2.2,1.4,1.4,1.4,0.0,0.0,0.0,2.0,0.0,0.0,4.2,-0.01,0.1,0.1,-0.17,1990.0,3750.0,0.4,20.0,34.14
313,BU03310006,Lopik,Cabauw,760,20.39,17.11,2.4,311,403.0,12.0,97.0,74.0,21.0,5.0,3.9,0.5,0.4,0.4,0.0,0.0,0.0,1.2,0.0,0.0,4.11,0.0,0.08,0.05,-0.17,1600.0,3420.0,0.2,20.0,26.910000000000004
314,BU03310007,Lopik,Zevender,175,17.14,17.14,2.6,60,583.0,13.0,97.0,85.0,15.0,3.3,2.3,1.8,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0.0,4.19,0.02,0.1,0.09,-0.15,2290.0,4570.0,0.0,20.0,35.83
315,BU03310008,Lopik,Lekdijk tussen Jaarsveld en Schoonhoven,410,15.85,15.85,2.5,144,594.0,10.0,97.0,90.0,15.0,5.4,3.2,3.1,3.2,3.1,0.0,0.0,0.0,2.0,0.0,0.0,4.28,0.06,0.1,0.12,-0.18,2110.0,4520.0,0.31,20.0,21.35
316,BU03310009,Lopik,Langs de Lekdijk Lopikerwaard,275,14.55,14.55,2.2,153,280.0,2.0,74.0,72.0,46.0,7.6,3.5,2.0,1.9,3.6,0.0,0.0,0.0,2.2,0.0,0.0,4.11,0.04,0.07,0.08,-0.12,1750.0,3760.0,0.1,20.0,24.11
317,BU03310010,Lopik,Benschop-Dorp,2495,21.84,16.83,2.5,1020,357.0,14.0,98.0,69.0,18.0,8.5,0.5,0.6,0.3,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.1,-0.01,0.07,0.03,-0.11,1380.0,3040.0,0.16,20.0,25.890000000000004
318,BU03310019,Lopik,Benschop Boveneind-Benedeneind,1115,20.18,17.04,2.7,387,570.0,14.0,93.0,83.0,13.0,9.0,2.8,1.3,2.7,2.7,0.0,0.0,0.0,1.9,0.0,0.0,4.21,-0.05,0.12,0.1,-0.14,2200.0,4190.0,0.42,20.0,39.589999999999996
319,BU03310020,Lopik,Polsbroek-Dorp,640,24.22,15.62,2.6,246,331.0,18.0,97.0,76.0,10.0,5.8,4.9,2.1,0.2,0.2,0.0,0.0,0.0,5.0,0.0,0.0,4.08,-0.01,0.1,0.05,-0.19,1430.0,2950.0,0.24,20.0,29.72
320,BU03310029,Lopik,Polsbroek-Noordzijdseweg-Zuidzijdseweg,675,20.0,13.33,2.7,244,507.0,24.0,93.0,81.0,16.0,7.8,5.8,2.9,2.1,2.1,0.0,0.0,0.0,4.9,0.0,0.0,4.16,-0.02,0.12,0.1,-0.21,2090.0,4040.0,0.38,20.0,39.6
321,BU03350000,Montfoort,Montfoort,5415,22.81,15.42,2.2,2465,342.0,25.0,96.0,67.0,16.0,7.7,0.7,0.9,1.0,0.8,0.0,0.0,0.0,0.6,0.0,0.0,4.14,-0.0,0.05,0.01,-0.03,1375.0,3070.0,0.20500000000000002,20.0,28.4
322,BU03350001,Montfoort,Tabakshof en Heeswijk (gedeeltelijk),2600,22.5,17.31,2.5,1029,354.0,4.0,99.0,78.0,3.0,7.6,0.6,0.8,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,4.12,-0.02,0.06,0.02,-0.04,1360.0,3100.0,0.25,20.0,27.95
323,BU03350100,Montfoort,Linschoten,3605,21.64,16.23,2.5,1495,338.0,13.0,97.0,78.0,11.0,3.3,0.5,3.6,0.5,0.5,0.0,0.0,0.0,0.6,0.0,0.0,4.15,-0.01,0.06,0.02,-0.04,1310.0,2880.0,0.29,20.0,33.39
324,BU03350101,Montfoort,Polanen,50,20.0,20.0,2.6,19,0.0,0.0,0.0,0.0,0.0,2.1,1.3,2.5,1.3,1.3,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,2300.0,4580.0,0.0,20.0,40.0
325,BU03350102,Montfoort,Cattenbroek,85,11.76,11.76,3.1,26,631.0,8.0,100.0,88.0,15.0,3.9,2.8,2.9,2.2,2.7,0.0,0.0,0.0,2.1,0.0,0.0,,,,,,2485.0,4980.0,0.0,20.0,34.03
326,BU03350103,Montfoort,Heeswijk,685,16.79,18.98,3.0,226,580.0,3.0,97.0,93.0,55.0,8.5,1.4,1.7,1.2,1.0,0.0,0.0,0.0,1.1,0.0,0.0,4.17,-0.06,0.09,0.07,-0.08,1910.0,4620.0,0.5,20.0,28.389999999999997
327,BU03350108,Montfoort,Verspreide huizen Linschoten,225,13.33,13.33,2.8,79,523.0,5.0,95.0,81.0,6.0,4.4,1.5,2.9,1.1,1.7,0.0,0.0,0.0,0.6,0.0,0.0,4.27,-0.09,0.09,0.1,-0.06,2400.0,4420.0,0.0,20.0,38.69
328,BU03350109,Montfoort,Verspreide huizen Mastwijk,450,16.67,17.78,2.6,171,552.0,4.0,94.0,88.0,12.0,7.8,2.4,2.4,1.3,1.5,0.0,0.0,0.0,1.1,0.0,0.0,4.21,-0.06,0.09,0.09,-0.09,2180.0,4270.0,0.41,20.0,37.03
329,BU03350200,Montfoort,Willeskop,310,20.97,14.52,2.6,116,480.0,4.0,95.0,85.0,3.0,7.7,2.5,1.1,2.9,3.0,0.0,0.0,0.0,0.4,0.0,0.0,4.18,-0.07,0.11,0.09,-0.11,2195.0,4515.0,0.175,20.0,37.44
330,BU03350201,Montfoort,Blokland,140,14.29,14.29,2.7,50,611.0,10.0,96.0,80.0,10.0,9.0,2.0,2.3,1.8,1.3,0.0,0.0,0.0,1.3,0.0,0.0,4.17,-0.09,0.1,0.09,-0.12,2390.0,4710.0,0.0,20.0,35.1
331,BU03350202,Montfoort,Beneden Kerkweg,235,12.77,14.89,2.5,94,443.0,21.0,97.0,79.0,5.0,7.2,0.6,1.0,1.5,1.3,0.0,0.0,0.0,0.4,0.0,0.0,4.14,-0.06,0.05,0.06,-0.06,1910.0,3610.0,0.0,20.0,38.019999999999996
