,buurt_code,gm_naam,regio,aantal_inwoners,aantal_inwoners_tussen_25_44_percentage,aantal_huishoudens_met_kinderen_percentage,gemiddelde_huishoudensgrootte,woningvoorraad,gemiddelde_woningwaarde,meergezinswoning_percentage,bewoond_percentage,koopwoning_percentage,bouwjaar_vanaf_2000_percentage,afstand_tot_ziekenhuis_km,afstand_tot_grote_supermarkt_km,afstand_tot_cafe_km,afstand_tot_kinderdagverblijf_km,afstand_tot_buitenschoolseopvang_km,afstand_tot_openbaar_groen_km,afstand_tot_park_of_plantsoen_km,afstand_tot_bos_km,afstand_tot_hoofdverkeersweg_km,afstand_tot_treinstation_km,AfstandTotSemiOpenbaarGroenTotaal_83,leefbarometer_score,leefbarometer_fysieke_omgeving,leefbarometer_fysieke_overlast,leefbarometer_sociale_samenhang,leefbarometer_voorzieningen,aardgasverbruik_m3_gemiddeld,elektriciteitsverbruik_kwh_gemiddeld,social_economische_score_gemiddeld,geluid_van_treinverkeer,geluid_van_weg
90,BU03072003,Amersfoort,Muziekbuurt-Zuid,1090,22.48,14.68,2.2,503,323.0,26.0,98.0,63.0,0.0,3.7,0.5,2.3,0.2,0.3,0.0,0.0,0.0,2.2,0.0,0.0,4.14,0.01,-0.03,-0.02,0.08,1010.0,2600.0,0.17,20.0,34.910000000000004
91,BU03072004,Amersfoort,Architectenbuurt-Oost,1640,20.73,17.07,2.5,647,382.0,3.0,98.0,77.0,0.0,4.0,0.6,2.0,0.5,0.5,0.0,0.0,0.0,1.9,0.0,0.0,4.18,0.02,-0.0,-0.0,0.07,1180.0,3060.0,0.34,20.0,35.95
92,BU03072005,Amersfoort,Architectenbuurt-West,1290,20.93,17.44,2.4,539,415.0,15.0,99.0,94.0,2.0,4.3,1.0,2.3,0.9,0.9,0.0,0.0,0.0,2.2,0.0,0.0,4.2,0.02,0.01,0.01,0.05,1190.0,3070.0,0.46,20.0,29.189999999999998
93,BU03072006,Amersfoort,Sportpark Zielhorst,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
94,BU03072007,Amersfoort,De Brand,5,100.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
95,BU03072100,Amersfoort,Donken en zanden,1435,21.95,18.47,2.2,647,311.0,21.0,99.0,58.0,0.0,4.4,0.7,1.7,0.9,0.4,0.0,0.0,0.0,2.3,0.0,0.0,4.07,0.01,-0.02,-0.02,0.02,970.0,2500.0,0.04,20.0,30.23
96,BU03072101,Amersfoort,Paddenstoelenbuurt,610,16.39,14.75,2.0,305,347.0,34.0,99.0,47.0,0.0,4.2,0.4,1.4,0.6,0.4,0.0,0.0,0.0,2.1,0.0,0.0,4.15,0.02,0.02,-0.02,0.04,1070.0,2340.0,-0.02,20.0,35.760000000000005
97,BU03072102,Amersfoort,Woudzoom e.o.,1300,16.15,16.92,2.4,552,419.0,18.0,98.0,66.0,0.0,3.9,0.9,1.2,0.9,0.4,0.0,0.0,0.0,2.0,0.0,0.0,4.17,0.01,0.04,-0.0,0.01,1400.0,3140.0,0.44,20.0,34.97
98,BU03072103,Amersfoort,Wintertuinen,940,23.94,16.49,2.3,442,320.0,34.0,97.0,66.0,2.0,3.8,0.7,1.1,0.4,0.4,0.0,0.0,0.0,1.9,0.0,0.0,4.16,0.01,0.03,-0.01,0.03,1120.0,2650.0,0.35,20.0,36.18
99,BU03072104,Amersfoort,De Verwondering e.o.,1070,25.7,19.16,2.5,421,357.0,5.0,98.0,82.0,0.0,3.9,0.7,1.1,0.3,0.2,0.0,0.0,0.0,1.9,0.0,0.0,4.15,0.01,0.02,-0.01,0.03,1180.0,3020.0,0.38,20.0,36.39
100,BU03072105,Amersfoort,Emiclaer,745,25.5,12.75,1.9,382,331.0,62.0,96.0,83.0,1.0,4.5,0.3,1.6,0.6,0.7,0.0,0.0,0.0,1.5,0.0,0.0,4.18,0.03,-0.02,0.0,0.09,1020.0,2640.0,0.34,20.0,36.0
101,BU03072106,Amersfoort,Groote Kreek e.o.,1280,21.09,16.8,2.3,566,345.0,20.0,98.0,64.0,0.0,4.3,0.7,1.5,0.4,0.4,0.0,0.0,0.0,1.8,0.0,0.0,4.14,0.0,0.01,-0.01,0.04,1030.0,2740.0,0.18,20.0,39.910000000000004
102,BU03072107,Amersfoort,Boerderijenkamer,1555,25.72,19.29,2.4,630,343.0,16.0,98.0,60.0,3.0,4.6,0.9,1.7,0.9,0.9,0.0,0.0,0.0,1.7,0.0,0.0,4.08,-0.03,-0.01,-0.01,0.03,1080.0,2780.0,0.11,20.0,40.010000000000005
103,BU03072108,Amersfoort,Kattenbroek-Noord,1730,21.1,18.5,2.5,688,384.0,12.0,99.0,70.0,0.0,3.7,1.1,1.0,0.5,0.5,0.0,0.0,0.0,1.7,0.0,0.0,4.19,-0.0,0.04,0.01,0.03,1270.0,3010.0,0.39,20.0,40.0
104,BU03072201,Amersfoort,Calveen,135,11.11,18.52,2.7,51,529.0,20.0,94.0,92.0,31.0,4.1,1.4,1.4,0.2,0.6,0.0,0.0,0.0,1.2,0.0,0.0,4.33,-0.02,0.07,0.11,0.01,1930.0,4660.0,0.0,20.0,39.980000000000004
105,BU03072400,Amersfoort,Stadskwartier,2970,21.55,20.03,2.6,1129,364.0,12.0,99.0,75.0,1.0,3.8,1.0,1.3,0.8,0.5,0.0,0.0,0.0,1.2,0.0,0.0,4.13,-0.01,0.02,0.01,0.01,1100.0,3120.0,0.27,20.0,31.95
106,BU03072402,Amersfoort,Hoge Hoven,2335,17.77,20.13,2.9,807,403.0,4.0,100.0,86.0,0.0,3.4,0.9,1.4,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0.0,4.22,-0.0,0.05,0.04,0.01,1200.0,3420.0,0.53,20.0,36.86
107,BU03072403,Amersfoort,Centrum / Waterpark,1250,23.2,13.6,2.1,603,339.0,59.0,97.0,75.0,28.0,3.8,0.4,2.0,0.3,0.2,0.0,0.0,0.0,0.7,0.0,0.0,4.11,0.0,0.0,-0.01,0.01,480.0,2740.0,0.14,20.0,32.0
108,BU03072404,Amersfoort,Stadstuin,1485,27.61,13.47,1.9,758,308.0,79.0,98.0,77.0,100.0,4.2,1.2,2.6,0.7,0.5,0.0,0.0,0.0,0.8,0.0,0.0,4.04,-0.05,0.05,-0.01,-0.03,370.0,2730.0,0.24,20.0,38.410000000000004
109,BU03072405,Amersfoort,Waterkwartier,3240,24.07,20.06,2.7,1172,344.0,13.0,99.0,76.0,10.0,4.2,0.8,2.2,0.4,0.3,0.0,0.0,0.0,0.8,0.0,0.0,4.11,-0.02,0.05,0.01,-0.01,1050.0,3020.0,0.28,20.0,34.75
110,BU03072407,Amersfoort,Kruidenbuurt,3000,22.67,20.33,2.7,1093,363.0,13.0,99.0,80.0,4.0,4.4,0.8,1.7,0.6,0.5,0.0,0.0,0.0,1.4,0.0,0.0,4.12,-0.02,0.04,0.01,-0.0,1110.0,3240.0,0.4,20.0,35.4
111,BU03072500,Amersfoort,Hoefkwartier,355,50.7,1.41,1.1,158,157.0,100.0,95.0,1.0,1.0,5.2,2.1,2.8,0.5,1.4,0.0,0.0,0.0,2.6,0.0,0.0,4.1,0.06,-0.07,0.08,0.06,380.0,2170.0,-0.52,0.0,0.0
112,BU03072501,Amersfoort,De Hoef-Oost,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
113,BU03072600,Amersfoort,Dorpskern Hooglanderveen,1490,15.44,16.11,2.3,664,389.0,20.0,98.0,66.0,11.0,4.6,0.3,0.7,0.6,0.6,0.0,0.0,0.0,2.0,0.0,0.0,4.21,-0.01,0.05,0.03,0.01,1350.0,3020.0,0.22,21.490000000000002,39.82
114,BU03072601,Amersfoort,Lient e.o.,2260,33.19,21.68,3.2,706,507.0,6.0,100.0,89.0,100.0,5.0,0.9,0.6,0.5,0.5,0.0,0.0,0.0,1.8,0.0,0.0,4.22,-0.03,0.05,0.07,-0.0,1210.0,3550.0,0.56,22.07,40.010000000000005
115,BU03072602,Amersfoort,Hoekveen e.o.,840,23.21,19.64,2.8,296,471.0,33.0,99.0,65.0,99.0,4.6,0.5,1.1,0.8,0.8,0.0,0.0,0.0,2.4,0.0,0.0,4.17,-0.02,0.07,0.02,-0.0,1260.0,3620.0,0.42,24.020000000000003,40.010000000000005
116,BU03072603,Amersfoort,Heideweg e.o.,325,20.0,18.46,2.9,112,604.0,0.0,97.0,93.0,33.0,4.4,0.6,1.1,0.7,0.4,0.0,0.0,0.0,2.2,0.0,0.0,4.26,-0.0,0.04,0.05,0.02,1990.0,4620.0,0.5,26.610000000000003,39.6
117,BU03072700,Amersfoort,Coelhorst,115,13.04,17.39,2.7,41,658.0,7.0,95.0,76.0,10.0,1.8,1.1,0.7,1.4,1.3,0.0,0.0,0.0,0.8,0.0,0.0,4.42,0.01,0.1,0.1,0.01,1960.0,4620.0,0.0,20.0,34.96
118,BU03072701,Amersfoort,Zeldert,405,14.81,16.05,3.0,132,749.0,6.0,96.0,81.0,14.0,3.3,2.1,1.7,2.1,1.9,0.0,0.0,0.0,1.4,0.0,0.0,4.39,-0.01,0.11,0.12,-0.05,2390.0,5100.0,0.43,20.0,33.9
119,BU03072709,Amersfoort,De Schans,45,22.22,11.11,2.4,12,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.3,1.2,1.2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2140.0,4830.0,0.0,20.0,39.980000000000004
120,BU03072800,Amersfoort,Park van de Tijden-West,1900,23.95,20.26,2.9,650,421.0,5.0,100.0,81.0,99.0,5.9,1.8,1.9,0.5,0.5,0.0,0.0,0.0,1.4,0.0,0.0,4.17,-0.01,0.05,0.03,-0.01,1150.0,3550.0,0.42,20.0,31.85
121,BU03072801,Amersfoort,Dassenberg e.o.,865,23.7,21.39,2.9,299,469.0,9.0,98.0,73.0,99.0,5.4,1.1,1.0,0.2,0.3,0.0,0.0,0.0,0.7,0.0,0.0,4.17,-0.01,0.04,0.03,0.0,1090.0,3640.0,0.4,20.0,37.75
122,BU03072802,Amersfoort,Park van de Tijden-Oost,2150,26.28,21.63,2.9,735,417.0,13.0,99.0,62.0,100.0,5.5,1.4,2.4,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0.0,4.15,0.0,0.03,0.02,-0.01,1010.0,3430.0,0.27,20.0,26.130000000000003
123,BU03072803,Amersfoort,Duisterweg e.o.,1210,26.03,20.66,3.1,387,493.0,10.0,99.0,91.0,99.0,5.5,0.7,0.7,0.6,0.5,0.0,0.0,0.0,1.0,0.0,0.0,4.22,-0.0,0.02,0.06,0.0,1230.0,3700.0,0.6,20.0,37.56
124,BU03072804,Amersfoort,Eilandengroepenbuurt,605,27.27,18.18,2.6,233,437.0,32.0,100.0,79.0,100.0,4.9,0.7,0.8,0.4,0.3,0.0,0.0,0.0,1.7,0.0,0.0,4.23,0.01,0.05,0.03,0.01,1170.0,3270.0,0.39,20.0,39.730000000000004
125,BU03072900,Amersfoort,Polderbuurt-Noord,1980,23.74,21.21,3.0,642,454.0,5.0,99.0,73.0,99.0,5.0,0.9,2.3,0.4,0.4,0.0,0.0,0.0,2.7,0.0,0.0,4.18,0.01,0.03,0.03,-0.01,250.0,3430.0,0.37,20.0,31.119999999999997
126,BU03072901,Amersfoort,Winkelcentrum Vathorst,625,48.8,10.4,1.8,361,276.0,97.0,88.0,15.0,100.0,4.2,0.2,1.7,0.2,0.2,0.0,0.0,0.0,2.7,0.0,0.0,4.14,0.02,-0.01,-0.02,0.04,750.0,2060.0,0.28,20.0,35.57
127,BU03072902,Amersfoort,Damespolderbuurt,1155,25.97,21.21,3.1,378,473.0,5.0,98.0,84.0,100.0,4.3,0.3,1.6,0.4,0.4,0.0,0.0,0.0,2.7,0.0,0.0,4.18,0.01,0.01,0.02,0.02,140.0,3440.0,0.57,20.669999999999998,37.269999999999996
128,BU03073000,Amersfoort,De Bron-Noord,1640,37.2,21.34,2.9,552,453.0,10.0,98.0,81.0,100.0,5.0,0.9,1.4,0.7,0.7,0.0,0.0,0.0,2.3,0.0,0.0,4.17,-0.0,0.03,0.03,-0.0,1020.0,3880.0,0.45,20.0,21.32
129,BU03073001,Amersfoort,De Bron-Zuid,2420,38.02,21.49,3.0,806,426.0,22.0,99.0,68.0,100.0,5.0,0.7,1.0,0.6,0.6,0.0,0.0,0.0,1.9,0.0,0.0,4.18,-0.01,0.03,0.04,0.01,950.0,3540.0,0.41,20.0,35.03
130,BU03073100,Amersfoort,Waddeneilandenbuurt,160,59.38,15.62,2.1,80,355.0,35.0,96.0,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
131,BU03073101,Amersfoort,Zuiderzeestedenbuurt-Oost,2520,31.75,18.25,2.4,1076,385.0,40.0,97.0,57.0,100.0,4.4,0.6,2.0,0.5,0.5,0.0,0.0,0.0,2.9,0.0,0.0,4.11,-0.0,0.02,-0.02,-0.0,20.0,2830.0,0.28,20.53,39.88
132,BU03073102,Amersfoort,Zuiderzeestedenbuurt-West,1595,34.17,20.69,2.9,543,455.0,6.0,99.0,95.0,100.0,4.9,0.8,2.5,0.6,0.6,0.0,0.0,0.0,2.7,0.0,0.0,4.23,0.01,0.05,0.05,-0.01,1040.0,3510.0,0.63,20.0,37.65
133,BU03073103,Amersfoort,De Baken,3350,36.42,19.55,2.5,1326,392.0,41.0,97.0,51.0,100.0,5.6,1.4,2.6,0.3,0.3,0.0,0.0,0.0,2.1,0.0,0.0,4.08,-0.0,-0.01,-0.0,-0.02,820.0,2790.0,0.03,20.0,31.410000000000004
134,BU03073104,Amersfoort,Laakse Tuinen,460,44.57,20.65,3.1,205,571.0,0.0,70.0,100.0,100.0,6.3,2.1,2.6,0.9,0.9,0.0,0.0,0.0,2.1,0.0,0.0,,,,,,0.0,7610.0,0.0,0.0,0.0
135,BU03073105,Amersfoort,Over de Laak,45,11.11,11.11,2.3,24,668.0,0.0,79.0,25.0,12.0,4.8,2.2,3.2,1.8,1.8,0.0,0.0,0.0,2.7,0.0,0.0,,,,,,2080.0,4100.0,0.0,,
136,BU03073106,Amersfoort,Podium,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
137,BU03073201,Amersfoort,Vathorst-Bovenduist,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
138,BU03073301,Amersfoort,Bedrijventerrein Vathorst-Zuid,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
139,BU03073302,Amersfoort,Bedrijventerrein Vathorst-Noord,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
140,BU03073303,Amersfoort,Olympus,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
141,BU03073304,Amersfoort,Lindeboomseweg e.o.,0,,,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
142,BU03073401,Amersfoort,Birkhoven / Bokkeduinen,520,22.12,2.88,1.7,90,324.0,80.0,66.0,13.0,4.0,3.9,2.3,1.9,1.2,0.8,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,1290.0,2260.0,0.0,,
143,BU03073402,Amersfoort,Vlasakkers,310,11.29,8.06,1.8,141,470.0,74.0,74.0,26.0,12.0,5.8,0.8,2.7,0.3,1.3,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,750.0,1480.0,0.0,,
144,BU03073403,Amersfoort,Zon en Schild,715,32.87,7.69,2.1,118,684.0,19.0,83.0,69.0,53.0,6.1,0.8,3.0,0.8,1.7,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,1770.0,4270.0,0.0,,
145,BU03080000,Baarn,Centrum,1790,26.26,10.06,1.7,1066,375.0,69.0,92.0,54.0,12.0,1.1,0.2,0.5,0.4,0.5,0.0,0.0,0.0,1.2,0.0,0.0,4.18,0.01,-0.02,-0.01,0.08,1205.0,2425.0,-0.04000000000000001,20.0,32.88
146,BU03080001,Baarn,Schoonoordpark,1015,17.73,13.3,2.1,478,485.0,42.0,96.0,64.0,13.0,1.7,0.5,0.6,0.6,0.5,0.0,0.0,0.0,1.1,0.0,0.0,4.26,0.01,0.04,0.02,0.03,1670.0,2990.0,0.21,20.0,28.610000000000003
147,BU03080002,Baarn,Transvaal,935,20.86,15.51,2.4,387,635.0,20.0,95.0,77.0,11.0,0.4,0.3,0.3,0.7,0.8,0.0,0.0,0.0,0.9,0.0,0.0,4.33,0.02,0.03,0.02,0.07,2580.0,3960.0,0.51,20.47,23.08
148,BU03080003,Baarn,Zandvoort,2250,18.22,15.78,2.3,956,433.0,13.0,97.0,66.0,13.0,0.8,0.4,0.4,0.5,0.6,0.0,0.0,0.0,1.4,0.0,0.0,4.17,-0.0,0.03,-0.01,0.04,1600.0,3040.0,0.16,20.0,32.65
149,BU03080004,Baarn,Oude-Oosterhei,2145,24.01,15.85,2.2,994,397.0,15.0,96.0,81.0,9.0,2.0,0.6,0.4,0.3,0.5,0.0,0.0,0.0,1.6,0.0,0.0,4.19,0.0,0.03,0.01,0.03,1580.0,2970.0,0.29,21.09,27.7
150,BU03080005,Baarn,Nieuwe-Oosterhei,2560,25.0,16.99,2.1,1201,284.0,24.0,98.0,42.0,14.0,2.3,0.3,0.7,0.5,0.4,0.0,0.0,0.0,2.0,0.0,0.0,4.0,-0.0,-0.03,-0.04,0.0,1150.0,2330.0,-0.18,23.74,24.38
151,BU03080006,Baarn,Pekingpark,600,14.17,16.67,2.7,221,826.0,6.0,99.0,95.0,0.0,1.5,0.8,0.6,0.3,0.3,0.0,0.0,0.0,1.3,0.0,0.0,4.39,0.02,0.08,0.07,0.05,2800.0,4640.0,0.66,27.119999999999997,29.73
152,BU03080007,Baarn,Amaliapark,655,7.63,6.87,1.6,460,361.0,80.0,85.0,72.0,1.0,1.0,0.4,0.3,0.3,0.3,0.0,0.0,0.0,1.1,0.0,0.0,4.32,0.02,0.04,0.06,0.08,1520.0,2550.0,0.12,21.41,32.13
153,BU03080100,Baarn,Componistenwijk,1045,20.1,16.75,2.4,439,499.0,12.0,96.0,93.0,1.0,1.5,1.2,1.4,0.8,0.8,0.0,0.0,0.0,0.5,0.0,0.0,4.24,0.0,0.09,0.04,-0.02,2020.0,3520.0,0.49,20.0,39.980000000000004
154,BU03080101,Baarn,Professorenwijk,2100,23.1,16.19,2.3,922,310.0,37.0,97.0,39.0,12.0,1.1,0.4,0.6,0.3,0.3,0.0,0.0,0.0,1.3,0.0,0.0,4.04,-0.01,-0.0,-0.03,0.0,1260.0,2540.0,-0.15,20.0,39.75
155,BU03080102,Baarn,Staatsliedenwijk,1285,31.52,15.18,2.0,664,291.0,41.0,91.0,46.0,8.0,1.2,0.6,0.4,0.5,0.4,0.0,0.0,0.0,1.5,0.0,0.0,4.1,-0.0,0.01,-0.04,0.03,1180.0,2240.0,-0.06,20.0,38.46
156,BU03080103,Baarn,Schilderswijk,1970,23.6,16.24,2.2,914,354.0,26.0,96.0,65.0,6.0,1.5,0.5,0.9,0.8,0.2,0.0,0.0,0.0,0.9,0.0,0.0,4.14,-0.0,0.02,-0.01,0.02,1480.0,2690.0,0.18,20.0,36.12
157,BU03080104,Baarn,Eemdal-Noord,1865,21.72,13.4,1.9,936,334.0,41.0,99.0,63.0,3.0,2.2,0.8,1.1,0.8,0.6,0.0,0.0,0.0,0.8,0.0,0.0,4.14,0.01,0.04,-0.01,-0.01,1140.0,2480.0,0.07,20.0,35.79
158,BU03080105,Baarn,Eemdal-Zuid,1675,19.1,15.52,2.2,749,366.0,14.0,99.0,69.0,0.0,2.7,0.6,1.0,0.6,0.6,0.0,0.0,0.0,1.8,0.0,0.0,4.14,0.01,0.05,-0.01,-0.02,1440.0,2740.0,0.21,20.2,24.71
159,BU03080109,Baarn,Eemland waaronder Eembrugge,150,20.0,16.67,2.7,39,748.0,5.0,100.0,87.0,18.0,4.3,2.9,3.6,3.4,2.6,0.0,0.0,0.0,1.0,0.0,0.0,4.15,-0.1,0.08,0.08,-0.12,2600.0,4710.0,0.0,20.0,39.54
160,BU03080200,Baarn,Wilhelminapark,1165,11.59,15.02,2.5,498,881.0,19.0,94.0,81.0,5.0,1.0,1.1,1.2,0.7,0.6,0.0,0.0,0.0,0.4,0.0,0.0,4.42,0.04,0.11,0.08,0.0,2730.0,4500.0,0.55,24.59,29.660000000000004
161,BU03080201,Baarn,Pr. Hendrikpark,440,5.68,7.95,1.8,268,683.0,71.0,90.0,90.0,8.0,1.1,1.2,1.1,0.9,0.9,0.0,0.0,0.0,0.3,0.0,0.0,4.45,0.05,0.11,0.11,0.01,2160.0,3580.0,0.32,26.919999999999998,28.96
162,BU03080400,Baarn,Verspreide huizen Baarn,245,12.24,8.16,2.1,89,780.0,10.0,84.0,40.0,10.0,3.4,2.9,2.3,2.3,2.3,0.0,0.0,0.0,0.5,0.0,0.0,4.52,0.11,0.13,0.09,-0.04,2750.0,4180.0,0.26,20.34,33.160000000000004
163,BU03080401,Baarn,Amerpoort Sherpa,700,25.71,0.0,2.0,364,127.0,92.0,43.0,0.0,77.0,3.8,2.7,3.4,0.4,1.6,0.0,0.0,0.0,2.0,0.0,0.0,4.34,0.09,0.11,0.07,-0.03,860.0,2570.0,0.0,23.299999999999997,39.93
164,BU03080500,Baarn,Lage Vuursche,210,16.67,11.9,2.2,104,599.0,9.0,86.0,62.0,5.0,5.7,5.3,0.2,4.1,5.3,0.0,0.0,0.0,3.0,0.0,0.0,4.36,0.1,0.1,0.06,-0.07,2000.0,3660.0,0.22,20.0,33.5
165,BU03080501,Baarn,Verspreide huizen Lage Vuursche,70,0.0,0.0,2.1,17,0.0,0.0,0.0,0.0,0.0,5.9,5.5,0.7,4.4,5.5,0.0,0.0,0.0,3.1,0.0,0.0,,,,,,2330.0,3670.0,0.0,20.0,22.58
166,BU03100101,De Bilt,Westbroek Kern,1055,20.85,16.59,2.5,427,530.0,10.0,93.0,78.0,6.0,6.3,4.0,3.3,0.6,0.6,0.0,0.0,0.0,2.9,0.0,0.0,4.23,-0.01,0.1,0.06,-0.09,1980.0,3810.0,0.36,,
167,BU03100102,De Bilt,Westbroek Buitengebied,120,20.83,16.67,2.7,48,619.0,6.0,85.0,79.0,21.0,6.3,3.9,4.5,2.2,2.2,0.0,0.0,0.0,2.7,0.0,0.0,4.22,-0.07,0.11,0.08,-0.11,2420.0,4320.0,0.0,,
168,BU03100201,De Bilt,Hollandsche Rading Kern,1335,16.48,14.98,2.2,486,562.0,3.0,96.0,84.0,3.0,6.2,4.0,5.2,0.8,0.8,0.0,0.0,0.0,0.6,0.0,0.0,4.21,-0.02,0.08,0.06,-0.06,2140.0,3870.0,0.34,21.1,27.339999999999996
169,BU03100202,De Bilt,Hollandsche Rading Buitengebied,220,11.36,13.64,2.4,94,813.0,3.0,94.0,87.0,7.0,7.0,4.7,5.6,1.7,1.7,0.0,0.0,0.0,1.4,0.0,0.0,4.4,0.11,0.11,0.09,-0.09,2570.0,4330.0,0.0,,
170,BU03100301,De Bilt,Maartensdijk Kern,4510,19.4,14.86,2.3,1960,358.0,18.0,97.0,65.0,6.0,7.3,0.5,5.3,0.4,0.6,0.0,0.0,0.0,1.2,0.0,0.0,4.12,-0.01,0.05,0.01,-0.05,1490.0,2930.0,0.1,,
171,BU03100302,De Bilt,Industrieweg-Tolakkerweg,190,28.95,13.16,2.0,85,347.0,53.0,96.0,44.0,52.0,6.4,1.5,6.0,1.1,1.1,0.0,0.0,0.0,0.1,0.0,0.0,4.08,-0.08,0.07,0.03,-0.05,1100.0,2870.0,0.0,,
172,BU03100303,De Bilt,Maartensdijk Buitengebied,195,15.38,15.38,2.7,71,662.0,6.0,90.0,63.0,7.0,7.1,2.1,5.0,1.7,1.9,0.0,0.0,0.0,1.1,0.0,0.0,4.24,-0.03,0.08,0.08,-0.07,2420.0,4740.0,0.0,,
173,BU03100401,De Bilt,Groenekan Kern,1290,18.22,17.44,2.6,504,621.0,8.0,96.0,86.0,4.0,2.9,2.6,3.0,1.0,0.7,0.0,0.0,0.0,1.6,0.0,0.0,4.26,-0.03,0.09,0.07,-0.02,2140.0,3950.0,0.44,20.869999999999997,40.0
174,BU03100402,De Bilt,Groenekan Buitengebied,645,16.28,17.05,2.5,238,706.0,6.0,96.0,84.0,8.0,3.8,2.3,3.1,1.4,1.4,0.0,0.0,0.0,1.2,0.0,0.0,4.32,-0.03,0.11,0.1,-0.02,2390.0,4640.0,0.44,21.3,39.87
175,BU03100505,De Bilt,De Leijen,4835,19.54,14.68,2.1,2370,366.0,34.0,97.0,45.0,10.0,5.5,0.5,2.2,1.1,1.1,0.0,0.0,0.0,1.8,0.0,0.0,4.14,0.03,0.04,-0.01,-0.03,1230.0,2660.0,0.08,,
176,BU03100601,De Bilt,Bilthoven Noord I,2870,12.37,16.38,2.7,1140,1053.0,9.0,95.0,90.0,9.0,6.5,0.8,3.8,0.6,0.6,0.0,0.0,0.0,1.3,0.0,0.0,4.36,0.04,0.11,0.09,-0.05,2850.0,4810.0,0.65,,
177,BU03100602,De Bilt,Bilthoven Noord II,2235,11.63,13.65,2.3,1028,817.0,35.0,93.0,72.0,9.0,6.2,1.2,3.4,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,4.33,0.04,0.1,0.07,-0.04,2560.0,4050.0,0.42,,
178,BU03100603,De Bilt,Ridderoordsche Bossen,210,19.05,4.76,2.2,53,873.0,13.0,74.0,51.0,4.0,7.7,3.1,3.2,1.0,2.6,0.0,0.0,0.0,1.5,0.0,0.0,4.44,0.1,0.12,0.1,-0.1,3190.0,4530.0,0.0,,
179,BU03100701,De Bilt,Bilthoven Centrum,3850,18.05,14.16,2.1,1960,460.0,51.0,94.0,59.0,10.0,5.5,0.6,2.9,0.6,0.5,0.0,0.0,0.0,2.7,0.0,0.0,4.23,0.05,0.06,0.01,-0.01,1620.0,3150.0,0.28,,
180,BU03100702,De Bilt,Overbosch,710,10.56,14.08,2.4,349,0.0,34.0,95.0,60.0,6.0,4.3,0.9,1.7,1.1,1.1,0.0,0.0,0.0,2.7,0.0,0.0,4.34,0.06,0.09,0.07,-0.01,1840.0,3010.0,0.42,,
181,BU03100703,De Bilt,Noord Houdringe,15,33.33,0.0,1.5,6,0.0,0.0,0.0,0.0,0.0,6.1,1.2,3.5,1.1,0.9,0.0,0.0,0.0,2.9,0.0,0.0,,,,,,0.0,0.0,0.0,,
182,BU03100801,De Bilt,Tuindorp,2720,18.75,16.91,2.3,1162,491.0,19.0,97.0,68.0,2.0,4.1,0.9,1.2,0.9,0.9,0.0,0.0,0.0,2.5,0.0,0.0,4.22,0.01,0.05,0.02,0.01,1730.0,3100.0,0.27,,
